Source,Target,Weight,July19Topic,PostDate
User3185,Post059,1,2,Nov-16
User3185,Post075,1,13,Nov-16
User3185,Post153,1,7,Nov-16
User3179,Post053,1,8,Dec-16
User3166,Post205,1,17,Sep-16
User3152,Post382,1,17,Sep-16
User3122,Post075,1,13,Nov-16
User3088,Post041,1,13,Dec-16
User3063,Post075,1,13,Nov-16
User3058,Post053,1,8,Dec-16
User3058,Post061,1,7,Dec-16
User3004,Post236,1,17,Oct-16
User2985,Post041,1,13,Dec-16
User2955,Post059,1,2,Nov-16
User2955,Post027,1,12,Oct-16
User2936,Post462,1,5,Nov-16
User2891,Post053,1,8,Dec-16
User2888,Post549,1,13,Nov-16
User2886,Post061,1,7,Dec-16
User2879,Post462,1,5,Nov-16
User2874,Post041,1,13,Dec-16
User2865,Post041,1,13,Dec-16
User2822,Post075,1,13,Nov-16
User2806,Post027,1,12,Oct-16
User2784,Post016,1,10,Nov-16
User2727,Post041,1,13,Dec-16
User2727,Post016,1,10,Nov-16
User2727,Post246,1,15,Nov-16
User2727,Post231,1,7,Nov-16
User2727,Post284,1,13,Nov-16
User2727,Post351,1,4,Nov-16
User2727,Post549,1,13,Nov-16
User2727,Post059,1,2,Nov-16
User2720,Post075,1,13,Nov-16
User2704,Post061,1,7,Dec-16
User2699,Post236,1,17,Oct-16
User2590,Post054,1,9,Sep-16
User2571,Post027,1,12,Oct-16
User2562,Post053,1,8,Dec-16
User2562,Post061,1,7,Dec-16
User2515,Post061,1,7,Dec-16
User2504,Post075,1,13,Nov-16
User2479,Post462,1,5,Nov-16
User2471,Post075,1,13,Nov-16
User2446,Post075,1,13,Nov-16
User2427,Post231,1,7,Nov-16
User2372,Post016,1,10,Nov-16
User2370,Post449,1,15,Sep-16
User2359,Post155,1,10,Dec-16
User2356,Post075,1,13,Nov-16
User2330,Post053,1,8,Dec-16
User2294,Post075,1,13,Nov-16
User2177,Post053,1,8,Dec-16
User2161,Post178,1,15,Dec-16
User2114,Post061,1,7,Dec-16
User2091,Post075,1,13,Nov-16
User2062,Post075,1,13,Nov-16
User2044,Post027,1,12,Oct-16
User2026,Post075,1,13,Nov-16
User2018,Post053,1,8,Dec-16
User1954,Post178,1,15,Dec-16
User1946,Post075,1,13,Nov-16
User1915,Post075,1,13,Nov-16
User1908,Post075,1,13,Nov-16
User1891,Post075,1,13,Nov-16
User1861,Post053,1,8,Dec-16
User1832,Post041,1,13,Dec-16
User1823,Post061,1,7,Dec-16
User1797,Post016,1,10,Nov-16
User1789,Post462,1,5,Nov-16
User1779,Post053,1,8,Dec-16
User1779,Post155,1,10,Dec-16
User1739,Post061,1,7,Dec-16
